thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,station_code,diagnostic_noise
45.5,86.0,,2.4,C1,2.0,0.0,1,Z-NQD,-1.12629
54.9,119.0,1.5,-1.5,C3,2.0,1.0,1,Z-IJV,-0.35291
49.5,,-1.3,2.7,C4,3.0,1.0,1,Z-KAL,-0.32882
42.4,58.0,3.7,,C1,5.0,1.0,1,Z-QGA,
42.5,69.0,-0.7,-2.4,C4,2.0,1.0,0,Z-HLW,-0.98836
61.7,146.0,2.9,0.1,C3,2.0,0.0,0,Z-PIN,0.9446
48.9,92.0,-6.2,3.5,C2,1.0,,1,Z-ATC,-0.72471
,102.0,4.4,-1.3,C3,,0.0,0,Z-AKK,-0.00832
46.0,76.0,6.0,7.2,C2,1.0,0.0,0,Z-HQI,-1.16701
52.5,71.0,-6.5,-14.5,C1,2.0,,0,Z-MJK,0.16342
69.3,80.0,2.9,-3.1,C1,2.0,,1,Z-TJS,-1.87762
41.7,40.0,4.9,,C1,2.0,1.0,1,Z-LJL,-0.09827
,76.0,6.8,3.8,C2,4.0,0.0,1,Z-IUX,0.75561
60.5,136.0,-2.0,-4.5,C1,1.0,1.0,1,Z-UBG,-1.81716
43.5,157.0,-0.6,-2.6,C1,3.0,0.0,1,Z-UMU,-0.30576
50.0,99.0,4.1,-1.0,C1,2.0,0.0,1,Z-YSV,-1.03016
45.5,58.0,-0.4,3.5,C3,3.0,1.0,0,Z-BEA,-0.44592
52.3,103.0,5.3,-1.2,C3,1.0,1.0,0,Z-HGB,-0.74517
42.6,107.0,4.2,5.3,C3,2.0,0.0,0,Z-SDK,
48.7,126.0,-1.1,0.3,C5,4.0,1.0,1,Z-LFP,
53.8,132.0,-3.7,-8.9,,5.0,1.0,1,Z-VXE,0.43973
42.1,102.0,4.9,1.1,C1,2.0,0.0,1,Z-EZO,-0.1568
44.6,94.0,5.2,2.9,C2,3.0,0.0,1,Z-GGB,-3.62862
47.4,116.0,-0.5,5.1,C2,4.0,1.0,0,Z-ZML,
38.7,,3.1,-0.4,C1,4.0,0.0,1,Z-JPK,0.21727
46.8,41.0,4.3,17.5,C1,3.0,0.0,0,Z-HZT,-0.80322
51.1,158.0,0.5,2.0,C4,3.0,0.0,0,Z-GGI,0.67853
47.0,252.0,-1.1,-1.2,C2,4.0,1.0,0,Z-LML,0.33672
,111.0,4.7,6.3,C2,,1.0,0,Z-LIT,0.0519
50.0,25.0,5.7,-3.9,C3,3.0,1.0,0,Z-QNA,-0.03794
44.9,133.0,6.0,8.6,C4,2.0,1.0,0,Z-XIN,0.52974
55.7,141.0,0.4,-6.9,C4,,0.0,1,Z-CUK,
61.7,78.0,2.6,4.3,C4,3.0,0.0,0,Z-SAH,-0.67626
46.4,86.0,2.8,-1.7,C1,3.0,1.0,1,Z-JPM,0.28722
54.0,114.0,4.0,-1.5,C3,3.0,1.0,0,Z-CAN,-1.59996
48.2,63.0,1.7,7.4,C1,3.0,0.0,1,Z-OOG,0.56429
53.1,119.0,-3.5,-5.1,,3.0,0.0,1,Z-ZCI,1.26443
62.7,150.0,3.6,-4.9,C1,3.0,1.0,0,Z-PXS,0.78593
54.2,116.0,-1.1,1.5,C2,1.0,0.0,1,Z-RSI,0.09379
36.0,34.0,,-7.4,C5,4.0,0.0,0,Z-VLC,0.39533
53.8,79.0,2.5,6.4,C3,1.0,0.0,0,Z-VHS,0.6505
60.0,114.0,2.0,0.1,C1,5.0,0.0,1,Z-SRP,-0.1757
48.4,,4.4,-3.1,,5.0,0.0,1,Z-VLD,2.48682
58.1,108.0,5.9,7.0,C2,5.0,1.0,0,Z-BQK,0.29034
44.6,,3.6,3.7,C2,1.0,1.0,0,Z-XQA,0.24393
38.3,32.0,-1.3,-11.7,C3,1.0,0.0,0,Z-XPC,-0.51562
51.3,124.0,4.5,2.1,C1,3.0,0.0,0,Z-UNA,0.77288
36.1,94.0,5.6,4.5,C3,2.0,1.0,1,Z-JRK,-0.0549
48.2,111.0,4.1,3.0,C2,5.0,1.0,1,Z-HXI,0.86397
60.5,129.0,0.2,-2.2,C5,4.0,0.0,1,Z-YTO,0.54505
34.9,67.0,1.8,3.1,C3,5.0,1.0,1,Z-TUM,-1.37487
39.9,67.0,5.7,5.8,C4,5.0,0.0,1,Z-MCK,0.08671
41.9,59.0,-1.5,-2.8,C1,5.0,1.0,0,Z-RWZ,
49.7,141.0,3.0,-0.0,C4,1.0,1.0,0,Z-WWP,0.96908
47.2,95.0,-0.0,-1.0,C4,5.0,0.0,0,Z-KHY,0.18239
61.4,74.0,-0.8,-4.9,C2,1.0,0.0,1,Z-JNN,-1.58146
57.8,112.0,1.5,-4.6,C5,4.0,0.0,1,Z-WZE,-0.87667
54.1,51.0,4.6,-2.3,C3,4.0,0.0,1,Z-RSU,1.9932
51.3,109.0,5.4,2.7,C5,2.0,0.0,1,Z-AYR,0.69326
53.3,110.0,-0.1,-5.3,C3,2.0,0.0,0,Z-FSU,1.18658
43.3,74.0,6.5,3.4,C4,3.0,0.0,0,Z-NRA,
57.0,87.0,6.2,9.5,C1,3.0,1.0,0,Z-ETS,0.06984
41.3,101.0,-1.8,-4.1,C1,4.0,1.0,1,Z-WUR,0.4832
56.8,109.0,1.1,-0.1,,1.0,0.0,0,Z-NTD,0.09815
59.7,64.0,-1.4,-3.8,C3,3.0,1.0,1,Z-NEZ,0.84323
51.8,136.0,3.9,,C1,4.0,0.0,0,Z-OWC,1.21544
48.7,73.0,1.7,6.9,C2,1.0,1.0,1,Z-JZP,0.73437
53.4,70.0,,,C1,4.0,1.0,1,Z-OOE,-1.00429
27.3,98.0,-0.5,1.0,C5,3.0,1.0,1,Z-CFR,-1.60021
52.6,133.0,3.8,,C3,5.0,0.0,0,Z-TRM,-0.1966
49.3,88.0,4.1,-3.0,C1,5.0,1.0,1,Z-EUQ,-1.65446
49.8,66.0,4.9,6.8,C1,4.0,0.0,1,Z-JLE,-0.02386
55.8,85.0,0.2,-8.8,C5,3.0,1.0,1,Z-GAA,1.6439
49.6,88.0,2.0,0.3,C2,3.0,1.0,1,Z-TIU,-0.79494
41.0,118.0,6.0,3.1,,3.0,0.0,0,Z-ZTH,0.88277
49.0,133.0,-4.8,-13.1,C5,4.0,1.0,1,Z-WEC,0.59828
50.7,106.0,7.2,,C5,2.0,1.0,1,Z-OOL,-0.439
51.1,119.0,-3.2,-3.8,C1,2.0,1.0,1,Z-SRR,-0.025
51.5,97.0,-2.7,-7.9,C3,3.0,0.0,0,Z-HKN,
58.5,91.0,1.0,0.6,C5,2.0,0.0,1,Z-EXP,-0.02119
,45.0,6.2,7.7,C1,4.0,1.0,1,Z-XHO,0.67081
51.6,111.0,5.2,,C3,2.0,1.0,0,Z-MQW,-0.69748
60.5,142.0,-1.7,-16.5,C3,3.0,0.0,0,Z-PMR,-0.05543
36.3,63.0,2.1,0.0,C1,2.0,0.0,0,Z-BIG,-0.32303
51.6,135.0,-0.7,-5.5,C2,3.0,0.0,1,Z-HHL,0.92552
45.5,82.0,4.0,7.6,C1,2.0,1.0,1,Z-ITP,1.41623
47.2,98.0,5.5,1.6,C1,3.0,0.0,1,Z-RJH,-0.62218
42.9,82.0,-0.2,,C1,4.0,,1,Z-GYM,-1.0679
48.8,131.0,,2.1,C1,4.0,1.0,1,Z-AZS,0.42098
64.9,139.0,4.4,-4.3,C2,2.0,0.0,0,,-0.18803
40.0,82.0,1.4,-0.3,C5,3.0,0.0,1,Z-NJB,
40.8,87.0,-1.2,-8.3,C5,2.0,0.0,0,Z-TYF,0.95332
39.7,51.0,5.8,-2.4,C4,4.0,0.0,0,Z-NWB,
64.0,63.0,3.3,-3.4,C3,5.0,1.0,1,Z-ZMV,0.62146
46.5,80.0,-1.2,-7.7,C1,4.0,0.0,0,Z-BLM,-1.47203
50.0,95.0,1.0,-1.6,C2,5.0,0.0,1,Z-IOR,-0.30603
46.9,109.0,-6.5,-8.9,,3.0,0.0,0,Z-RWJ,-0.25013
42.6,83.0,-0.7,-1.1,C5,,1.0,1,,0.26782
48.3,85.0,-0.8,-9.0,C2,,0.0,0,Z-ASH,0.12731
69.8,54.0,5.0,1.7,C3,1.0,1.0,0,Z-PPV,-0.20049
61.3,133.0,5.8,1.4,C5,3.0,,0,Z-FWH,-1.47599
43.3,95.0,1.2,0.3,C3,,0.0,0,Z-YAR,0.35212
55.3,131.0,-1.6,-2.0,C3,4.0,0.0,1,Z-TSV,0.63933
43.5,90.0,3.9,,C5,4.0,1.0,1,Z-YRM,-0.30916
35.9,107.0,-0.7,-6.4,C3,,0.0,0,Z-KQQ,0.1706
58.3,99.0,0.4,-1.2,C1,4.0,1.0,1,Z-VBP,-0.4863
59.4,115.0,5.6,1.2,C5,3.0,1.0,1,Z-SXA,-0.89769
58.5,121.0,-0.2,,C4,1.0,1.0,0,Z-GJA,-0.56978
46.4,112.0,1.1,-0.2,C1,1.0,0.0,0,Z-ORG,-1.32138
,109.0,5.7,3.8,C5,1.0,0.0,1,Z-AXN,-0.60523
56.2,123.0,2.2,-5.1,C1,2.0,0.0,1,Z-MVL,-2.00028
53.3,113.0,-0.9,-4.9,C5,5.0,0.0,1,Z-GYV,0.14174
47.0,,2.4,1.6,C4,4.0,0.0,1,Z-PRG,1.23328
37.2,203.0,3.9,1.5,C1,3.0,0.0,1,Z-PPH,0.59948
51.1,57.0,-0.4,-2.3,C4,1.0,1.0,1,Z-ALK,-0.16087
58.8,98.0,5.9,-3.9,C1,4.0,1.0,1,Z-TWM,-0.48243
40.6,127.0,-1.0,-6.0,C5,4.0,0.0,1,Z-AHM,-1.57656
55.3,91.0,-3.6,-6.0,C3,2.0,0.0,1,,-0.25808
52.8,103.0,-1.0,2.6,C2,2.0,,1,Z-YIC,1.21563
56.2,148.0,-0.6,-10.1,C5,4.0,1.0,1,Z-UWV,0.5014
57.1,109.0,3.0,-3.4,C1,1.0,1.0,1,Z-RVJ,-1.74934
44.6,69.0,5.0,-5.3,C2,3.0,1.0,0,Z-AWD,-1.6685
37.2,111.0,,-2.6,C3,5.0,1.0,1,Z-EGN,0.17453
45.9,85.0,4.5,7.4,C1,1.0,1.0,1,Z-YQS,-1.50248
57.3,106.0,-0.2,-0.2,C1,2.0,1.0,1,Z-SHL,-1.67991
45.8,40.0,5.5,5.7,C3,3.0,1.0,0,Z-EFU,0.95968
44.6,88.0,3.4,-3.0,C1,1.0,1.0,0,Z-YZQ,-1.8061
35.6,94.0,-1.3,-1.2,C2,4.0,0.0,1,Z-GFC,-0.18301
64.2,112.0,5.5,-0.0,C3,,1.0,0,Z-VRJ,0.41035
56.8,259.0,5.2,3.2,C2,,1.0,1,Z-FOL,0.99708
56.3,98.0,0.1,0.6,,3.0,1.0,1,Z-QIJ,-1.47088
57.9,97.0,-5.6,-7.8,C1,4.0,0.0,1,Z-IPS,-0.12611
,279.0,5.3,6.5,C1,2.0,0.0,1,Z-NSL,
48.2,83.0,3.5,0.8,,1.0,0.0,0,Z-GYR,
48.8,143.0,-2.7,-2.8,C1,2.0,,1,Z-QLV,-1.03295
46.7,103.0,4.0,9.9,C5,1.0,1.0,0,Z-GYI,
71.2,89.0,0.3,,C1,2.0,1.0,0,Z-EBY,-0.38784
54.6,110.0,-0.6,-5.3,,3.0,0.0,1,Z-FTE,-0.4986
46.4,93.0,4.9,0.7,C4,5.0,0.0,1,Z-LXO,0.78866
53.9,139.0,,4.2,C1,5.0,1.0,0,Z-KGL,-0.18564
42.1,83.0,3.1,5.5,C2,4.0,0.0,1,Z-WBT,-0.47322
62.2,116.0,-1.9,-3.5,C1,4.0,0.0,1,,-1.45649
44.9,142.0,4.8,-3.9,C5,3.0,1.0,1,Z-JYM,0.49588
54.2,78.0,4.1,-2.1,,5.0,0.0,1,Z-GXU,0.72766
58.7,136.0,1.1,0.1,C1,4.0,0.0,0,,-0.76824
53.2,107.0,-2.7,-1.5,C3,4.0,0.0,1,Z-PDS,1.49833
50.9,88.0,1.2,3.7,C2,2.0,0.0,1,Z-NOL,-0.34794
50.2,83.0,4.0,-6.7,C4,4.0,1.0,0,Z-URY,0.10011
49.7,136.0,-4.8,-2.1,C4,,1.0,1,Z-VMN,-0.12769
45.5,105.0,4.7,8.5,C3,3.0,0.0,0,Z-YKW,0.15983
46.6,111.0,0.1,-11.7,C1,2.0,0.0,0,Z-WMS,-0.03104
62.0,144.0,-0.9,-2.4,C3,2.0,0.0,0,Z-RTD,2.56055
49.3,108.0,-1.6,0.2,C1,,0.0,1,,0.0058
43.9,61.0,1.6,-6.2,C1,5.0,1.0,0,Z-WGL,0.30051
46.0,51.0,-2.4,-5.8,C1,3.0,0.0,0,Z-ZII,2.02705
59.0,157.0,-1.5,-0.6,C2,1.0,0.0,0,Z-OXV,2.59072
55.6,115.0,-1.9,-5.5,C2,1.0,0.0,1,Z-CZZ,-0.91801
54.6,110.0,0.4,-2.8,C3,4.0,0.0,1,Z-XYT,0.77578
48.1,146.0,-4.0,-4.2,C2,2.0,0.0,1,Z-LPP,0.07933
54.7,79.0,,-8.0,C1,4.0,0.0,1,Z-CNQ,0.19229
45.0,24.0,-4.0,-9.7,C1,1.0,1.0,0,Z-OVA,-0.18067
48.1,48.0,-1.2,-0.7,C2,1.0,1.0,0,Z-PQJ,-0.15276
57.9,99.0,5.3,7.0,C3,2.0,0.0,0,Z-REL,0.2793
57.2,115.0,6.1,,C1,2.0,0.0,0,Z-OZX,-0.2507
42.3,125.0,6.3,9.7,C3,5.0,1.0,0,Z-CEZ,0.65418
43.3,112.0,0.5,0.6,C4,2.0,0.0,0,Z-ODZ,1.58745
51.0,33.0,5.3,10.9,C1,4.0,0.0,1,Z-JIF,-0.46402
64.0,199.0,4.5,2.6,C4,5.0,1.0,0,Z-CXM,-0.68138
,63.0,-0.9,-1.3,C5,4.0,1.0,1,,-0.08954
52.4,137.0,-6.5,-5.6,C5,5.0,0.0,1,Z-NDQ,3.09763
39.1,97.0,3.3,-1.4,C1,2.0,0.0,1,Z-PKV,0.44855
45.1,92.0,1.9,-3.3,C1,4.0,0.0,1,Z-ZGI,-2.49321
47.2,89.0,4.6,-1.4,C3,3.0,0.0,0,Z-JUQ,-0.79851
46.8,65.0,7.5,2.6,C2,5.0,0.0,1,Z-THX,-1.34108
45.9,58.0,4.3,11.0,C1,4.0,,1,Z-IRO,0.15982
50.2,96.0,4.5,10.1,C2,4.0,0.0,0,Z-ZWY,0.29969
45.9,56.0,0.5,-2.6,C2,2.0,0.0,0,Z-EEY,-0.36569
38.5,125.0,0.1,-3.3,C1,4.0,1.0,1,Z-QXC,-0.81382
56.4,114.0,4.9,-6.4,C1,5.0,1.0,1,Z-RMB,-0.92629
56.2,167.0,1.4,-4.6,C3,2.0,0.0,0,Z-DYS,1.77554
,100.0,-2.6,-7.3,C2,1.0,1.0,1,Z-IDI,-0.36024
37.8,64.0,-1.8,-5.1,C1,2.0,0.0,0,Z-NRL,-0.46844
52.6,,,-4.8,,5.0,1.0,1,Z-FNZ,0.15524
55.6,103.0,-0.0,-0.7,C3,3.0,1.0,1,Z-QBI,-0.46152
41.9,113.0,6.2,7.1,C2,2.0,0.0,0,Z-XEY,0.81857
,139.0,1.9,-3.1,C1,5.0,1.0,1,Z-MCK,-0.7387
49.2,128.0,4.9,8.8,C3,1.0,0.0,0,Z-KRA,-1.3097
64.9,162.0,-0.4,-0.5,C3,4.0,0.0,0,Z-DUP,0.5021
65.6,148.0,3.6,5.3,C4,4.0,,0,Z-HLL,-0.04718
36.8,63.0,3.5,-0.4,C1,3.0,0.0,1,Z-OUD,-0.34299
70.1,,4.2,4.4,C3,2.0,1.0,0,Z-CPN,-1.2821
42.8,107.0,,-3.4,C1,3.0,1.0,1,Z-AYX,-0.95644
58.0,97.0,1.6,6.0,C5,2.0,0.0,1,Z-NLC,0.18245
57.9,100.0,5.9,6.3,C1,1.0,1.0,0,Z-WCI,-0.21173
,84.0,3.4,5.0,C2,3.0,0.0,1,Z-IOC,0.7771
54.1,137.0,-1.4,-5.1,C3,2.0,,0,Z-QEF,-0.62105
49.3,102.0,3.5,6.5,C3,5.0,0.0,0,Z-PKD,-1.88921
54.6,108.0,3.0,-4.4,C3,3.0,0.0,0,Z-NBI,0.02165
52.0,99.0,-2.5,-6.2,C2,1.0,0.0,1,Z-IHC,0.22306
59.7,107.0,3.0,2.2,C4,3.0,0.0,0,Z-HJL,0.34849
50.8,70.0,2.0,-4.8,C2,2.0,,0,Z-MYE,0.07906
48.8,120.0,0.0,-5.5,C2,2.0,1.0,0,Z-NAF,-1.64797
,88.0,4.8,-1.3,C4,2.0,0.0,1,Z-DNG,0.47443
54.8,110.0,-2.2,-1.9,,2.0,0.0,1,Z-UID,-2.55224
,99.0,7.2,4.0,C3,3.0,1.0,0,Z-BDV,0.93683
,112.0,3.3,5.4,C1,,0.0,0,Z-VIZ,0.01798
41.8,77.0,3.6,9.5,C1,1.0,1.0,0,Z-YJE,0.87187
45.6,66.0,3.1,2.3,C2,4.0,0.0,1,Z-WRX,-1.63592
45.2,119.0,3.7,-0.6,C1,2.0,0.0,1,Z-TUS,0.04936
56.5,245.0,0.2,0.1,C1,2.0,0.0,1,Z-TTY,-1.76093
58.0,118.0,3.6,-2.3,C2,3.0,0.0,1,Z-KOU,0.93292
48.9,133.0,0.1,-1.8,C3,4.0,1.0,0,Z-NOK,-0.01791
61.6,100.0,,13.6,C1,3.0,0.0,0,Z-FMY,-1.33528
61.1,116.0,-1.9,-4.1,C2,1.0,1.0,1,Z-MPF,1.84729
52.1,92.0,-2.8,-2.8,C1,3.0,0.0,1,Z-ROF,-0.34426
43.6,93.0,4.5,1.7,C1,4.0,1.0,1,Z-KLG,-1.14659
62.8,299.0,6.7,2.5,C1,1.0,1.0,0,Z-PSQ,-1.76897
49.7,124.0,1.9,2.1,C3,1.0,0.0,0,Z-QFQ,1.56375
51.2,85.0,3.3,,C2,4.0,1.0,1,Z-QZB,-0.10328
47.4,130.0,-0.4,,C5,3.0,1.0,1,Z-VYA,-0.2929
43.0,132.0,3.8,-4.0,,2.0,1.0,0,,0.31476
38.4,88.0,2.0,6.6,C5,,0.0,1,Z-YIY,-0.23697
55.2,88.0,5.7,7.6,C1,1.0,1.0,1,Z-JYU,0.99255
43.9,89.0,0.2,-4.7,C2,3.0,1.0,0,Z-LAG,-1.19311
74.6,138.0,-2.6,-11.8,C2,4.0,1.0,0,Z-YMW,0.21419
41.5,134.0,4.8,4.6,C2,2.0,1.0,0,,0.80004
40.1,81.0,1.9,-0.1,C4,3.0,0.0,0,Z-LQZ,-1.23629
54.2,145.0,-4.3,4.1,C2,2.0,1.0,0,Z-WQX,0.16163
62.4,124.0,2.9,6.9,C1,,0.0,0,Z-ZLZ,1.30564
50.7,103.0,-2.0,-0.7,C3,3.0,1.0,0,Z-YLI,
54.7,99.0,3.8,-0.5,C1,2.0,0.0,1,Z-ZLI,0.99329
35.4,68.0,-0.4,-3.1,C1,3.0,0.0,1,Z-PFR,0.45336
44.7,115.0,4.3,3.4,C2,3.0,1.0,1,Z-KKN,0.13248
41.6,66.0,5.1,4.3,C1,5.0,0.0,1,Z-PVA,0.36032
,101.0,-2.6,-6.9,,4.0,0.0,0,Z-MTZ,0.32609
51.1,141.0,4.0,-3.9,C2,4.0,0.0,1,,1.02397
32.2,54.0,-1.2,5.5,C4,5.0,0.0,0,Z-XMS,0.8597
39.6,115.0,-3.2,-4.3,C2,2.0,1.0,1,Z-BKR,-1.19911
45.9,121.0,,-2.1,C2,3.0,0.0,1,Z-XUF,-0.27582
43.5,113.0,-3.2,-8.0,C2,5.0,0.0,0,Z-NKE,-1.5889
53.3,89.0,-1.6,2.7,C3,5.0,0.0,1,Z-CCF,0.53397
52.6,101.0,0.4,3.1,C1,2.0,0.0,1,Z-XOO,0.53695
57.3,109.0,2.9,1.2,C1,3.0,0.0,1,Z-NAM,-0.48858
56.2,167.0,4.5,3.3,C1,2.0,0.0,0,Z-SXX,-0.05298
59.3,116.0,4.0,3.1,C2,4.0,0.0,0,Z-CGK,0.84468
50.1,95.0,3.9,2.3,C4,3.0,1.0,1,Z-DHJ,
52.6,,3.8,4.0,C3,3.0,1.0,0,Z-WGW,0.27827
54.3,81.0,2.2,1.9,C2,5.0,0.0,1,Z-YIV,1.0188
51.3,84.0,6.0,2.9,C1,1.0,0.0,1,Z-HGP,-1.58781
47.0,316.0,2.7,-4.2,C2,5.0,1.0,1,Z-EQP,-0.52546
47.5,58.0,5.8,3.3,C3,3.0,1.0,0,Z-ILO,1.58461
43.6,71.0,5.3,6.2,C2,1.0,0.0,0,Z-RSB,-0.49172
53.5,,1.8,2.8,C4,,0.0,1,Z-IRG,-1.81079
49.4,137.0,5.1,8.4,C2,5.0,1.0,0,Z-XKE,-0.10431
,94.0,4.2,8.0,C1,5.0,0.0,1,Z-SXP,-0.23697
44.9,100.0,2.9,3.9,C4,4.0,0.0,0,Z-RMG,0.32339
40.5,55.0,1.3,0.3,C2,2.0,0.0,0,Z-IZN,-0.98816
58.0,145.0,5.3,4.5,C2,2.0,0.0,0,Z-RPL,0.43613
50.8,142.0,5.2,0.5,C5,2.0,1.0,1,Z-LQL,-0.941
43.3,91.0,0.8,2.4,C4,2.0,,1,Z-NZU,
56.6,,3.8,7.4,C5,5.0,,1,Z-WXJ,0.40702
,108.0,-2.2,0.8,C3,3.0,0.0,0,Z-NCA,-2.11371
38.9,101.0,3.9,4.2,C2,2.0,0.0,1,Z-LNO,-1.05776
58.3,138.0,-2.6,-4.9,C2,4.0,1.0,1,Z-OEP,0.57923
45.9,111.0,-4.9,-7.4,C2,3.0,0.0,1,Z-XTM,
46.9,121.0,-2.1,-4.1,C1,2.0,1.0,1,Z-ODV,-0.33395
50.5,82.0,4.5,-0.8,C4,5.0,0.0,1,Z-XXA,-0.5462
59.3,140.0,6.9,5.6,C1,3.0,0.0,0,Z-SHL,0.11602
50.3,88.0,-1.7,-14.9,C4,,1.0,0,Z-LRE,1.43281
40.6,17.0,-0.5,-4.3,C1,1.0,0.0,0,Z-NHF,0.76618
54.5,95.0,4.6,2.7,C1,3.0,1.0,1,Z-GKB,1.00029
46.3,79.0,0.6,9.6,C1,3.0,0.0,0,Z-NEF,
65.3,132.0,-3.8,-4.9,C2,4.0,,0,,-0.87323
50.2,123.0,5.2,,C1,1.0,1.0,0,Z-HXS,-1.21521
32.3,75.0,-0.3,-5.4,C1,2.0,0.0,0,Z-OUY,-0.26733
53.0,159.0,1.4,6.9,C3,1.0,0.0,0,Z-EJZ,0.59689
65.7,112.0,-3.3,-8.0,,5.0,0.0,1,Z-JZY,-1.31649
62.8,68.0,3.3,9.9,C1,3.0,1.0,0,Z-CIZ,-0.3196
64.8,133.0,3.8,-1.5,C1,1.0,0.0,0,Z-BVK,-0.0757
,72.0,-0.6,1.9,C1,4.0,1.0,1,Z-YMB,0.57989
57.5,,5.0,2.5,C4,5.0,1.0,1,Z-MPZ,-1.13772
,83.0,6.8,2.0,C4,4.0,0.0,1,Z-QML,2.89105
,82.0,4.8,6.8,C2,5.0,0.0,1,Z-AFF,0.57212
40.0,65.0,-0.0,4.0,C1,,0.0,1,Z-LFO,0.85905
45.0,133.0,1.9,-0.7,C1,5.0,,1,Z-QAJ,-0.08143
44.7,95.0,4.1,1.9,C3,,1.0,0,,0.51897
57.4,105.0,0.6,-2.8,C1,2.0,1.0,1,Z-KGX,1.99248
,154.0,-0.8,-1.4,C3,1.0,1.0,0,Z-XEZ,-0.64128
52.4,96.0,0.5,-5.9,C1,5.0,0.0,1,Z-HSN,-0.26315
39.3,49.0,3.5,-10.0,C3,5.0,0.0,0,Z-SZV,-1.44531
47.7,60.0,-2.1,-11.4,C2,2.0,0.0,0,Z-FDG,-0.74974
,88.0,1.3,-1.4,C1,3.0,1.0,0,,-0.73567
57.1,68.0,3.5,,C1,2.0,0.0,1,Z-TSQ,0.04867
59.6,85.0,-0.3,-2.4,C3,5.0,1.0,0,Z-QYL,0.23595
58.6,104.0,-1.1,-4.7,C3,1.0,0.0,0,Z-XGE,-0.20584
44.1,121.0,-0.5,-5.0,,4.0,0.0,1,Z-UEL,-0.93261
28.2,98.0,-2.6,-6.6,C1,3.0,1.0,0,,-1.06969
36.0,94.0,5.0,6.9,C3,2.0,0.0,1,Z-OII,-0.01879
61.5,119.0,2.6,1.6,C1,5.0,1.0,0,Z-NWJ,-0.36876
46.9,,5.5,9.9,C3,3.0,1.0,0,Z-NYF,-1.18003
44.2,101.0,-0.2,-1.4,C3,3.0,0.0,0,Z-CDG,0.45763
63.3,171.0,1.1,-8.7,C1,1.0,0.0,0,Z-VIF,0.75062
60.3,121.0,-1.2,-7.1,C4,3.0,0.0,0,Z-AWD,0.19952
-28.9,88.0,3.6,2.0,C4,2.0,1.0,1,Z-CPF,-0.35993
47.8,92.0,-1.5,-1.9,C5,3.0,1.0,1,Z-ZPO,-0.19573
49.1,91.0,-0.8,-4.8,C1,3.0,1.0,0,Z-ATL,-0.6727
52.0,118.0,5.9,0.2,C4,2.0,1.0,0,Z-IGT,0.76661
63.0,101.0,-0.3,-4.5,,5.0,1.0,1,Z-KDA,-0.97162
53.5,117.0,5.1,2.3,C2,2.0,0.0,0,Z-NGT,1.19933
56.0,,0.7,-1.2,C2,4.0,0.0,1,Z-FPC,0.18264
138.8,125.0,-1.9,-7.9,C1,5.0,0.0,1,Z-XPF,-2.48899
40.8,55.0,2.9,2.0,C1,4.0,0.0,0,Z-LKX,2.13374
56.2,107.0,0.3,-0.3,C4,4.0,0.0,1,Z-QGI,-0.76817
47.8,82.0,2.2,-0.2,C1,1.0,0.0,1,Z-NUL,0.29398
30.0,64.0,0.7,-4.0,C2,3.0,1.0,0,Z-JPF,-0.59062
33.1,240.0,3.1,3.9,C4,4.0,0.0,1,Z-ZSJ,-0.98602
42.0,120.0,5.2,8.5,,4.0,0.0,0,Z-SQS,0.87058
54.4,113.0,0.4,-3.1,C5,3.0,0.0,1,Z-LJE,0.57249
51.1,58.0,3.2,-1.5,C5,5.0,1.0,1,Z-UAZ,0.36456
51.6,67.0,2.4,2.4,C1,3.0,0.0,1,Z-MXN,0.12974
65.8,159.0,1.9,,C2,4.0,0.0,0,Z-QGR,-0.01966
40.0,78.0,-2.8,-9.4,C1,5.0,1.0,0,Z-BUS,-0.66216
49.9,90.0,6.5,1.3,C5,4.0,0.0,1,Z-KTS,-0.675
52.6,135.0,4.0,3.2,C1,1.0,0.0,0,Z-PTF,
44.3,86.0,4.0,-1.9,C2,4.0,0.0,0,Z-TDE,0.23672
50.4,69.0,-4.1,-5.3,C3,4.0,1.0,0,Z-QDZ,0.01258
37.4,48.0,-3.7,-13.3,C3,4.0,0.0,0,Z-JTL,0.47176
61.4,136.0,4.6,5.0,C3,2.0,0.0,0,Z-TEP,-0.77797
44.7,146.0,-3.5,1.4,C1,2.0,1.0,1,Z-JUK,0.80676
66.4,150.0,3.3,-2.6,C3,4.0,1.0,0,Z-TFQ,0.35273
49.9,90.0,0.8,1.0,C3,4.0,1.0,0,Z-HVT,-2.0798
58.4,108.0,-1.8,-4.0,C2,5.0,0.0,1,Z-GJL,-0.08917
49.7,101.0,-0.4,,C3,2.0,1.0,0,,2.01751
49.9,46.0,-2.7,-5.0,C1,2.0,1.0,0,Z-LDH,-0.11176
45.5,93.0,2.2,-1.0,C1,4.0,1.0,1,Z-DJO,-0.36003
51.1,118.0,2.8,-2.7,C1,5.0,1.0,1,Z-MFP,-0.63434
52.7,,4.7,-2.1,C1,2.0,0.0,0,Z-BYM,0.30662
43.9,119.0,5.1,7.5,C1,2.0,0.0,0,Z-GZF,0.05464
49.2,151.0,,-11.5,C1,5.0,0.0,1,Z-HBS,0.23986
